0.003435	0.001998	0.005246	0.010812	0.002479	0.965785	0.003452	0.004003	0.002789	
0.008576	0.012307	0.009333	0.944636	0.004019	0.005816	0.003739	0.006099	0.005475	
0.003021	0.970906	0.006068	0.006263	0.001708	0.003523	0.002109	0.004087	0.002315	
0.006017	0.005779	0.007449	0.007510	0.008762	0.005083	0.005588	0.006634	0.947179	
0.002925	0.969207	0.005612	0.004640	0.001935	0.007687	0.002007	0.003002	0.002984	
0.029308	0.002481	0.015291	0.007502	0.005944	0.003433	0.004614	0.919983	0.011444	
0.007701	0.002886	0.020651	0.007911	0.858853	0.003366	0.003626	0.006664	0.088343	
0.008678	0.003919	0.938920	0.005510	0.005472	0.008030	0.015410	0.006334	0.007726	
0.003977	0.002999	0.005455	0.005567	0.002295	0.971082	0.002167	0.002801	0.003658	
0.013173	0.935220	0.021850	0.006100	0.003640	0.004509	0.004653	0.005116	0.005737	
