000	-109767.674533
001	-90924.952936
002	-83579.127966
003	-81330.914164
004	-80288.748570
005	-79794.945031
006	-79507.772570
007	-79351.471528
008	-79219.052150
009	-79141.838241
010	-79105.625396
011	-79039.984112
012	-78982.793282
013	-78942.204797
014	-78927.625350
015	-78903.970789
016	-78871.669643
017	-78848.180853
018	-78796.626329
019	-78768.310572
020	-78762.813604
021	-78748.624499
022	-78718.032591
023	-78697.063320
024	-78704.932304
025	-78699.115068
026	-78685.871949
027	-78685.917385
028	-78656.074474
029	-78679.850883
030	-78683.569526
031	-78678.078090
032	-78659.311957
033	-78643.996954
034	-78652.327125
035	-78646.082868
036	-78638.624376
037	-78632.420784
038	-78636.945801
039	-78650.635767
040	-78637.951366
041	-78635.392715
042	-78637.880192
043	-78630.832533
044	-78644.423371
045	-78636.494756
046	-78639.477069
047	-78636.930555
048	-78642.398299
049	-78644.264668
050	-78631.341322
051	-78627.480195
052	-78633.496545
053	-78629.922236
054	-78645.057524
055	-78638.048797
056	-78626.030124
057	-78618.607200
058	-78633.270497
059	-78650.206267
060	-78645.329724
061	-78644.652618
062	-78653.000762
063	-78656.267014
064	-78641.834380
065	-78637.535684
066	-78628.509103
067	-78630.470336
068	-78634.532509
069	-78652.258789
070	-78639.296546
071	-78621.023820
072	-78619.786611
073	-78619.526468
074	-78607.319286
075	-78605.149258
076	-78595.748741
077	-78601.553325
078	-78594.546671
079	-78600.771635
080	-78587.470466
081	-78575.998500
082	-78579.353623
083	-78574.163366
084	-78579.442873
085	-78579.778872
086	-78558.610575
087	-78559.586609
088	-78553.303627
089	-78556.985850
090	-78567.164250
091	-78565.801084
092	-78565.306387
093	-78563.267547
094	-78572.128084
095	-78571.053521
096	-78569.793169
097	-78555.637306
098	-78548.637023
099	-78547.801522
