0.007495	0.000923	0.000537	0.000537	0.000537	0.000537	0.000923	0.000537	0.000537	0.000923	0.000537	0.000537	0.000537	0.000537	0.000537	0.000923	0.000923	0.000537	0.000537	0.000537	0.000537	0.000537	0.001310	0.000537	0.001310	0.000537	0.000537	0.000923	0.000537	0.000537	0.000537	0.001310	0.000537	0.000537	0.001310	0.968840	
0.000516	0.000888	0.953676	0.001260	0.001260	0.000888	0.000516	0.001260	0.000888	0.000888	0.003119	0.000516	0.001260	0.000516	0.000888	0.000516	0.000888	0.001260	0.002003	0.000516	0.000888	0.002003	0.000516	0.001260	0.002747	0.010182	0.000516	0.000516	0.001260	0.000888	0.000516	0.001260	0.000516	0.000888	0.002003	0.000516	
0.001310	0.000537	0.000923	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000923	0.000537	0.000923	0.000537	0.000537	0.000537	0.002083	0.000537	0.000537	0.000537	0.000537	0.000537	0.001697	0.000537	0.001310	0.000537	0.001310	0.971932	0.002083	0.000537	0.000537	0.000537	0.002083	
0.000507	0.001236	0.002695	0.032965	0.000871	0.001236	0.000871	0.877968	0.000507	0.000507	0.000871	0.000871	0.000507	0.000871	0.056305	0.000871	0.000507	0.000507	0.000871	0.000507	0.000871	0.002695	0.000871	0.000507	0.001601	0.001965	0.000507	0.001236	0.000871	0.001601	0.000507	0.000871	0.000507	0.000871	0.001965	0.000507	
0.000923	0.000537	0.000537	0.000923	0.000537	0.000923	0.000537	0.000537	0.000923	0.000537	0.000537	0.000537	0.000537	0.000537	0.000923	0.000537	0.000537	0.000537	0.000537	0.001697	0.000537	0.000537	0.000537	0.000537	0.000537	0.002083	0.000537	0.000537	0.000537	0.000537	0.970000	0.000537	0.000923	0.000923	0.000537	0.006335	
0.000511	0.000511	0.000511	0.001984	0.000511	0.000511	0.000511	0.000511	0.000511	0.001616	0.000511	0.000511	0.004561	0.017448	0.003457	0.000880	0.000880	0.000880	0.001616	0.000511	0.001248	0.906623	0.000880	0.000880	0.000880	0.000511	0.000511	0.000511	0.000511	0.001248	0.000511	0.000511	0.041748	0.003457	0.000511	0.000511	
0.000916	0.000916	0.000532	0.000532	0.003215	0.869831	0.000916	0.083706	0.002832	0.001299	0.000916	0.014331	0.001682	0.000532	0.000916	0.000532	0.002065	0.000916	0.000532	0.000532	0.001299	0.000532	0.000916	0.000532	0.000532	0.000916	0.000532	0.000532	0.000532	0.000532	0.000532	0.002832	0.000532	0.000532	0.000532	0.000532	
0.001268	0.000520	0.000520	0.000520	0.000520	0.002390	0.006505	0.002016	0.000520	0.052521	0.005383	0.008002	0.001642	0.000520	0.000894	0.000520	0.000894	0.661575	0.201043	0.000520	0.002764	0.000894	0.000520	0.000520	0.000520	0.001268	0.005757	0.008376	0.001642	0.000520	0.000894	0.002390	0.000520	0.022966	0.001642	0.000520	
0.002856	0.000923	0.000537	0.000923	0.000537	0.000537	0.000537	0.000923	0.001310	0.000537	0.000537	0.000923	0.000537	0.000537	0.000923	0.000537	0.000537	0.000923	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.000537	0.001697	0.000537	0.000537	0.000923	0.000537	0.974252	
0.000872	0.001236	0.000507	0.000507	0.000872	0.001601	0.000872	0.000507	0.000872	0.000507	0.001966	0.000507	0.003061	0.004155	0.000872	0.000507	0.001966	0.003061	0.002331	0.000872	0.001601	0.000507	0.000507	0.000872	0.000507	0.956362	0.001966	0.000872	0.003790	0.001236	0.000872	0.000507	0.001236	0.000507	0.000507	0.000507	
