0.0001436837	0.0009854000	0.0011541120
0.0013221277	0.0003558191	0.0001409568
0.0442554497	0.0820697187	0.0001632495
0.0002231434	0.0020497276	0.0015521213
0.0513270949	0.1561470264	0.0502307095
0.0005382564	0.0005776435	0.0000323802
0.0000625493	0.0011684361	0.0011264367
0.0001292600	0.0000312726	0.0000365511
0.0789177442	0.0028495188	0.0774086369
0.0013332933	0.0015262474	0.0001501102
0.0001438735	0.0004501253	0.0001811533
0.0001438735	0.0004501253	0.0001811533
0.0001344068	0.0004205024	0.0001692333
0.0001344068	0.0004205024	0.0001692333
0.0001344068	0.0004205024	0.0001692333
0.0672404731	0.0632841664	0.1794561457
0.0197613774	0.0033416098	0.0023312650
0.0004242199	0.0001969418	0.0000018001
0.0005227800	0.0005060672	0.0013430753
0.0054563663	0.0003414013	0.0013358975
0.0002802267	0.0008768530	0.0003528443
0.0187827906	0.0131668453	0.0420353360
0.0004128496	0.0003996517	0.0010605762
0.0004128496	0.0003996517	0.0010605762
0.0002232820	0.0158552771	0.0228250207
0.0326943398	0.0102512090	0.0133475781
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0000984358	0.0003079482	0.0001239406
0.0001703820	0.0001649358	0.0004376212
0.0001703820	0.0001649358	0.0004376212
0.0001703820	0.0001649358	0.0004376212
0.0064479089	0.0062413881	0.0166282235
0.0000851843	0.0000824617	0.0002187740
0.0002347690	0.0007345777	0.0002956052
0.0000605760	0.0000586400	0.0001555669
0.0000567903	0.0000549753	0.0001458434
0.0000567903	0.0000549753	0.0001458434
0.0000567903	0.0000549753	0.0001458434
0.0000567903	0.0000549753	0.0001458434
0.0000605760	0.0000586400	0.0001555669
0.0000302915	0.0000293236	0.0000777832
0.0000605760	0.0000586400	0.0001555669
0.0001438735	0.0004501253	0.0001811533
0.0001438735	0.0004501253	0.0001811533
0.0001438735	0.0004501253	0.0001811533
0.0001192606	0.0001154487	0.0003063029
0.0000454334	0.0001421163	0.0000572036
0.0000738264	0.0000714668	0.0001896006
0.0000738264	0.0000714668	0.0001896006
0.0000738264	0.0000714668	0.0001896006
0.0008945567	0.0008659550	0.0022987565
0.0000605760	0.0001894923	0.0000762701
0.0017231672	0.0035410467	0.0009126808
0.0011525372	0.0003647996	0.0004745067
0.0012359859	0.0013375594	0.0074163503
0.0000435406	0.0000421492	0.0001118123
0.0000435406	0.0000421492	0.0001118123
0.0005341543	0.0016718261	0.0006725916
0.0033927801	0.0010656747	0.0001199195
0.0004734961	0.0014818888	0.0005962090
0.0002720197	0.0000861267	0.0001120224
0.0000359696	0.0001125081	0.0000452876
0.0000454334	0.0001421163	0.0000572036
0.0018982940	0.0059489832	0.0023905665
0.0000359696	0.0000348202	0.0000923668
0.0000359696	0.0000348202	0.0000923668
0.0000359696	0.0000348202	0.0000923668
0.0001851950	0.0000586400	0.0000762701
0.0000586831	0.0001835701	0.0000738868
0.0000586831	0.0001835701	0.0000738868
0.0000586831	0.0000568077	0.0001507051
0.0001388935	0.0000439814	0.0000572036
0.0000435406	0.0001361945	0.0000548204
0.0000435406	0.0001361945	0.0000548204
0.0000586831	0.0000568077	0.0001507051
0.0000586831	0.0000568077	0.0001507051
0.0001736193	0.0000549753	0.0000715034
0.0005209854	0.0001649358	0.0002145315
0.0001571275	0.0004915998	0.0001978420
0.0001571275	0.0004915998	0.0001978420
0.0002257117	0.0000714668	0.0000929541
0.0000605760	0.0001894923	0.0000762701
0.0000511118	0.0001598818	0.0000643534
0.0000511118	0.0001598818	0.0000643534
0.0000605760	0.0001894923	0.0000762701
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
0.0000000100	0.0000000100	0.0000000100
