0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.2200056117	0.0000351617	0.0000585480	0.0003333333
0.2289842873	0.0000351617	0.0000585480	0.0003333333
0.2514309764	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.2250703235	0.0000585480	0.0003333333
0.0000280584	0.1913150492	0.0000585480	0.0003333333
0.0000280584	0.2363220816	0.0000585480	0.0003333333
0.2155162738	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.2419479606	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.4309718970	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.1031030445	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.1967798595	0.0003333333
0.0000280584	0.0000351617	0.0937353630	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
0.0000280584	0.0000351617	0.0000585480	0.0003333333
