0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	49	51	56	18	0	0	40	34	42	48	43	7	45	0	11	8	21	10	0	0	0
35	204	0	0	0	29	246	40	0	0	0	0	0	4	0	12	0	7	0	0	10	0	0
34	0	0	0	0	33	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0
31	0	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0
22	0	0	0	0	33	0	0	0	0	0	0	0	13	0	0	0	9	0	0	0	0	0
41	0	0	0	0	32	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450
