0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	49	51	56	0	0	0	40	34	42	48	43	0	45	0	11	0	21	10	0	0	0
0	204	0	0	0	0	246	40	0	0	0	0	0	0	0	12	0	0	0	0	10	0	0
167	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	32	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
37	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450
