0.005149	0.067100	0.003198	0.101734	0.004661	0.804661	0.005149	0.003198	0.005149	
0.004661	0.014905	0.006125	0.948564	0.003686	0.005637	0.007100	0.003686	0.005637	
0.004661	0.840759	0.006125	0.074905	0.004173	0.020271	0.021734	0.005149	0.022222	
0.004661	0.006612	0.029051	0.004173	0.009051	0.004173	0.007100	0.004173	0.931003	
0.005291	0.956720	0.006243	0.005291	0.005291	0.005291	0.005291	0.005291	0.005291	
0.009051	0.004173	0.010027	0.004173	0.004661	0.003198	0.003686	0.956856	0.004173	
0.004661	0.005637	0.090515	0.004173	0.780271	0.005149	0.004173	0.002710	0.102710	
0.009051	0.009539	0.941247	0.006612	0.005149	0.005637	0.006125	0.004173	0.012466	
0.002710	0.036856	0.003686	0.125637	0.003686	0.818320	0.002710	0.003198	0.003198	
0.032466	0.828564	0.027100	0.013930	0.004661	0.014905	0.064173	0.005149	0.009051	
