0	111	0	0	96	0	0	0	
0	112	0	0	95	0	0	0	
258	118	224	167	131	381	343	158	
0	0	107	170	0	0	0	0	
89	76	77	0	95	83	35	98	
0	0	0	0	0	0	0	0	
45	37	35	0	69	163	131	0	
117	77	264	211	29	255	124	248	
0	74	0	0	32	0	0	0	
35	40	113	143	0	72	30	134	
0	77	197	37	66	51	0	72	
0	37	35	0	31	89	93	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
215	0	0	206	0	261	262	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
38	0	0	70	0	42	35	0	
90	0	0	0	32	45	35	0	
0	0	0	0	0	0	0	0	
0	0	0	69	0	0	0	0	
0	0	0	0	0	0	0	0	
129	0	0	69	35	81	31	69	
37	0	0	74	0	39	35	0	
38	0	0	69	0	0	0	34	
38	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	43	0	0	30	1	33	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
37	0	70	172	0	0	0	32	
36	0	0	71	0	0	0	0	
38	0	0	69	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	112	0	0	67	0	168	
0	0	118	0	0	56	0	173	
0	0	35	0	0	0	0	34	
0	0	35	0	0	0	0	34	
0	0	71	101	0	0	0	0	
78	0	110	139	0	297	248	98	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	74	83	0	66	24	0	68	
0	0	40	0	0	68	0	68	
0	0	0	0	0	0	0	0	
200	0	0	140	0	87	126	0	
38	0	0	33	0	41	36	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	43	0	0	32	0	32	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
233	116	72	0	128	347	340	61	
91	0	0	0	35	42	34	0	
1	75	84	0	63	28	0	32	
0	0	0	0	0	0	0	0	
0	0	0	0	0	42	36	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	37	0	0	
0	0	0	0	0	37	0	0	
0	0	38	0	0	0	0	0	
0	0	0	0	0	0	0	100	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	43	0	0	30	0	34	
0	0	0	0	0	0	0	103	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	34	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	34	
0	0	0	0	0	0	0	34	
0	0	0	0	0	0	0	34	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
76	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
38	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
