24	21	16	22	20	29	15	18	29	30	16	34	20	22	24	30	14	18	17	26	25	20	26	18	25	17	27	15	28	20	24	12	
33	32	31	32	31	32	30	28	23	40	28	31	39	31	35	33	32	34	30	33	33	32	39	21	23	25	28	28	24	28	28	27	
39	34	38	43	45	47	39	28	44	37	29	34	32	35	38	27	41	32	27	35	31	36	28	33	42	30	40	31	31	36	32	29	
5	8	7	14	12	11	8	16	4	7	11	11	10	6	8	6	12	12	12	6	4	4	8	2	3	14	9	12	8	8	14	7	
7	13	7	3	8	13	5	10	7	8	6	6	7	5	6	10	3	8	7	3	16	6	7	10	7	7	8	5	4	11	3	7	
35	44	39	26	44	49	52	49	45	39	51	38	47	42	40	59	49	55	35	40	37	40	38	41	41	44	46	31	39	47	44	41	
2	5	6	7	9	4	10	9	4	2	6	2	5	9	5	9	5	7	9	4	11	7	6	9	6	3	7	5	10	2	7	9	
3	3	10	5	9	6	15	12	6	6	7	10	9	9	11	13	7	7	8	9	10	8	6	10	6	8	4	5	4	7	6	13	
16	8	10	16	12	9	11	13	12	19	14	11	18	12	16	12	10	12	20	9	8	20	12	15	16	13	18	12	17	13	14	8	
25	45	29	39	35	27	35	36	28	32	30	30	31	32	36	30	35	38	33	30	29	39	32	40	28	44	35	19	37	36	36	31	
21	22	18	27	18	19	13	16	19	27	19	20	21	27	15	23	22	18	21	21	25	19	26	19	17	22	17	17	26	16	20	16	
172	173	164	160	169	175	154	174	156	162	173	158	152	176	155	151	150	149	176	166	170	183	159	171	157	152	146	157	158	150	169	155	
23	30	18	16	18	23	22	15	13	20	26	18	18	9	15	16	18	31	17	25	18	11	20	12	18	15	14	22	13	16	18	20	
58	50	53	62	56	70	67	49	58	64	47	63	47	65	67	52	49	54	54	61	63	55	52	63	59	62	56	58	59	54	61	49	
1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	0	1	1	0	1	0	0	0	0	2	0	
