0	0	1	0	
0	215	0	0	
0	0	27	15	
1	0	0	1	
0	0	0	0	
0	0	1	26	
32	0	44	0	
0	0	0	20	
3	0	49	16	
2	0	0	0	
6	0	0	2	
0	0	0	0	
1	0	1	0	
11	80	0	15	
3	0	29	1	
0	0	0	0	
0	0	0	0	
1	0	3	0	
0	0	0	0	
8	0	0	9	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	1	38	10	
0	0	0	0	
3	0	17	18	
0	0	0	1	
0	1	12	0	
0	0	1	0	
0	0	2	3	
0	0	0	0	
0	0	0	0	
0	0	0	0	
1	200	1	29	
0	100	17	24	
3	0	0	0	
0	0	0	0	
0	0	0	0	
31	0	0	0	
3	0	1	5	
0	0	5	0	
2	0	35	4	
0	0	0	0	
12	0	0	0	
1	0	0	0	
0	323	0	8	
0	0	0	0	
0	0	46	12	
0	0	1	0	
0	0	0	0	
0	0	0	0	
0	0	0	3	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	102	0	8	
0	0	29	0	
20	0	0	0	
1	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	4	0	
0	0	0	2	
0	0	0	0	
3	0	8	0	
1	0	0	0	
49	0	43	39	
5	0	0	16	
0	0	0	0	
0	0	4	0	
0	0	0	0	
0	0	0	2	
1	0	0	1	
12	0	20	0	
0	0	0	4	
0	0	0	16	
0	0	0	0	
0	0	0	30	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	80	30	39	
0	0	0	0	
0	0	0	0	
1	196	1	42	
0	0	0	0	
0	0	2	0	
6	0	70	131	
0	0	0	0	
13	0	0	0	
0	0	3	0	
0	0	47	2	
0	0	1	2	
0	0	5	0	
0	0	0	0	
0	0	0	0	
12	0	47	0	
0	0	0	0	
0	0	10	0	
2	0	0	34	
0	0	0	0	
0	0	0	0	
0	101	13	0	
0	0	0	0	
13	0	7	0	
1	0	6	0	
5	0	0	8	
37	0	2	63	
0	0	0	18	
0	0	0	0	
0	3	0	2	
0	0	0	4	
0	0	8	10	
2	4	1	6	
7	0	0	0	
11	0	0	2	
0	0	1	0	
0	0	0	0	
0	0	0	0	
0	0	0	10	
0	0	8	0	
0	0	0	0	
9	0	33	36	
0	0	0	0	
0	0	0	0	
0	0	14	0	
0	0	0	0	
0	211	3	0	
0	0	0	0	
1	0	6	80	
0	0	10	40	
0	0	0	0	
0	0	3	8	
0	0	0	0	
0	0	0	0	
11	0	4	1	
18	0	0	0	
1	0	0	11	
17	0	40	0	
4	0	0	0	
0	0	29	9	
0	0	0	0	
4	0	39	13	
0	0	0	0	
6	0	1	5	
0	0	0	0	
20	0	0	0	
0	0	9	40	
0	0	0	2	
3	0	0	0	
0	0	0	0	
1	0	0	0	
2	0	0	92	
0	88	2	45	
74	0	0	108	
0	74	58	125	
0	0	0	0	
0	0	1	0	
0	7	4	1	
0	0	15	31	
55	0	5	44	
40	0	17	6	
0	0	0	12	
0	0	51	22	
0	0	0	0	
3	0	2	0	
0	0	0	0	
0	0	0	21	
0	0	0	0	
0	0	17	62	
1	0	26	1	
0	0	2	0	
46	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	1	11	
2	0	0	4	
0	208	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	27	
4	0	0	32	
0	0	0	46	
0	0	7	0	
0	0	0	6	
12	0	0	7	
35	0	0	1	
0	321	0	0	
0	0	0	0	
0	0	29	70	
10	0	38	0	
0	1	0	1	
0	0	0	0	
0	0	0	0	
0	0	7	9	
3	0	0	29	
18	0	32	0	
0	0	28	18	
0	112	27	0	
4	0	0	0	
12	0	0	2	
0	0	0	0	
6	0	53	14	
0	0	3	2	
0	0	0	0	
0	0	0	0	
0	1	5	0	
0	0	1	7	
0	0	0	0	
19	0	1	8	
0	0	3	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	7	
0	0	1	0	
0	0	0	0	
0	0	0	0	
0	0	1	1	
0	0	0	17	
0	0	0	0	
0	0	0	3	
0	0	42	35	
0	0	2	6	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	22	
0	0	0	0	
0	0	0	0	
0	0	0	8	
0	0	37	0	
0	105	0	0	
0	0	0	0	
0	4	0	0	
0	0	0	0	
0	0	1	19	
0	0	0	8	
0	0	0	0	
0	0	0	8	
0	0	0	0	
0	0	0	0	
0	0	0	8	
0	0	0	0	
0	0	0	4	
0	0	0	5	
0	0	0	0	
0	0	0	0	
16	0	0	0	
0	0	0	0	
0	0	1	6	
7	0	0	24	
0	0	4	0	
0	105	0	0	
0	38	124	80	
0	0	0	69	
0	0	1	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
1	0	3	0	
0	0	0	0	
0	0	43	0	
0	0	0	0	
0	0	0	0	
0	0	0	1	
60	0	48	0	
0	0	0	31	
0	0	0	0	
0	0	0	0	
0	1	0	0	
0	5	10	3	
0	0	3	0	
3	0	0	0	
0	0	19	30	
4	3	15	0	
0	0	0	0	
0	0	74	8	
0	0	2	0	
7	208	8	0	
0	0	0	0	
0	214	22	0	
21	0	0	27	
0	0	1	0	
0	0	0	1	
0	110	0	0	
0	0	0	0	
0	0	0	3	
0	0	0	40	
0	0	0	5	
0	0	42	2	
7	0	0	0	
0	1	2	0	
9	0	0	25	
0	2	0	0	
0	0	0	0	
0	91	0	17	
0	1	0	8	
0	0	33	0	
1	0	25	0	
0	0	0	17	
0	0	1	0	
0	80	18	65	
0	0	0	0	
0	0	0	19	
0	0	0	0	
0	0	0	83	
3	0	5	5	
0	0	7	1	
0	192	0	23	
0	0	0	0	
8	3	0	1	
0	0	0	0	
34	1	17	0	
0	0	2	0	
0	1	0	0	
7	0	0	10	
0	85	49	6	
7	0	0	0	
9	0	0	0	
1	315	0	1	
0	0	1	37	
1	0	15	0	
0	0	6	0	
0	0	0	8	
0	104	0	0	
0	72	50	32	
0	0	0	0	
5	0	2	0	
0	0	0	0	
0	0	0	15	
0	0	1	0	
0	0	0	0	
0	0	14	4	
0	103	0	7	
0	1	0	0	
0	110	0	0	
0	0	1	8	
0	3	0	0	
0	0	0	14	
12	0	0	8	
0	0	0	2	
0	7	0	5	
0	0	4	0	
0	0	0	0	
23	0	3	75	
0	90	0	28	
0	104	0	3	
0	1	0	0	
0	0	0	0	
0	0	0	0	
27	1	7	0	
4	0	0	1	
0	0	0	0	
0	0	27	0	
1	0	0	0	
1	1	0	30	
0	0	0	0	
3	0	0	20	
0	0	0	0	
5	0	41	44	
19	0	18	13	
21	0	0	0	
0	0	0	0	
1	0	10	0	
0	0	18	15	
0	0	0	16	
0	0	1	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
85	0	82	0	
4	0	18	0	
0	0	1	0	
1	0	1	1	
0	0	0	0	
11	0	0	7	
0	0	4	0	
0	0	5	0	
0	0	1	0	
0	0	0	0	
7	0	19	0	
58	184	14	14	
0	0	11	0	
0	0	17	0	
0	0	0	0	
0	0	0	1	
1	190	16	20	
1	106	0	10	
0	0	0	0	
0	1	12	0	
0	94	0	15	
6	219	0	6	
0	0	0	0	
10	0	6	0	
4	0	1	0	
0	0	0	0	
5	0	3	2	
0	0	0	0	
0	0	0	0	
0	0	11	33	
0	0	0	0	
1	0	0	0	
46	0	82	10	
1	0	0	0	
0	1	11	10	
0	0	3	0	
0	0	0	9	
14	0	0	12	
33	0	0	1	
0	100	0	4	
0	0	0	0	
1	105	0	25	
1	0	8	0	
0	0	0	0	
6	0	34	0	
0	0	0	5	
0	0	0	0	
0	0	0	0	
0	0	2	0	
29	0	0	4	
0	0	2	0	
0	0	5	0	
0	0	0	0	
0	0	0	0	
0	1	0	0	
0	1	12	0	
29	0	2	24	
4	2	0	0	
0	0	0	8	
11	0	1	21	
0	0	0	0	
0	0	1	0	
0	0	1	0	
0	0	3	32	
0	0	0	0	
0	0	0	0	
0	0	2	0	
0	0	0	0	
0	0	0	0	
1	0	9	84	
2	0	0	2	
0	0	0	4	
0	0	10	4	
0	0	0	5	
0	209	0	1	
1	0	0	0	
0	0	0	0	
8	0	0	0	
0	0	2	19	
0	0	0	0	
0	214	4	0	
0	0	0	0	
4	0	1	18	
0	0	0	0	
0	0	0	0	
0	0	22	4	
0	0	0	3	
0	107	2	0	
2	0	0	0	
0	0	11	1	
0	0	0	0	
1	0	0	8	
0	0	1	16	
0	0	0	66	
26	0	13	0	
0	0	0	27	
2	0	0	14	
0	0	4	0	
0	0	0	0	
6	102	6	0	
0	2	0	3	
0	0	0	6	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	26	
4	0	1	5	
28	0	11	10	
0	101	1	3	
0	0	0	0	
0	0	0	1	
0	0	2	0	
0	0	0	0	
0	3	0	0	
18	0	0	2	
0	187	21	49	
0	0	0	0	
0	0	0	0	
0	0	1	2	
1	0	7	21	
0	0	5	0	
0	0	0	67	
0	0	5	15	
47	82	19	55	
0	212	0	0	
0	0	0	0	
0	0	0	0	
1	0	17	0	
1	0	4	0	
0	0	0	20	
0	0	0	0	
0	0	14	0	
1	0	0	0	
0	1	3	0	
0	0	0	0	
0	108	1	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	90	0	33	
0	0	1	0	
0	0	0	14	
0	0	0	0	
0	214	0	3	
0	0	7	0	
0	0	0	10	
14	0	10	6	
0	108	0	0	
0	0	0	0	
0	0	0	10	
5	99	0	0	
0	0	0	0	
0	0	14	3	
0	105	26	11	
0	0	0	24	
10	0	0	0	
0	0	0	0	
0	0	0	23	
2	0	0	0	
0	0	2	0	
0	0	0	0	
0	0	0	0	
0	0	0	4	
0	0	0	0	
6	0	0	0	
0	0	0	0	
3	0	0	17	
0	0	0	3	
0	0	1	0	
0	0	0	0	
0	0	0	0	
2	0	27	2	
2	0	20	4	
0	0	0	0	
0	0	0	0	
18	80	22	30	
0	115	7	0	
0	0	7	116	
0	3	0	8	
0	0	4	0	
0	0	0	0	
0	0	50	40	
0	0	1	0	
0	0	1	0	
