0	0	0	0	0	0	0	0	0	1	0	0	41	0	0	0	95	0	0	0	0	0	0	0	0	0	74	0	79	135	1	3	
3313	0	1	1	0	353	0	4	9249	5	2	16	200	9	8111	1	17774	7056	4	1	1	1	8178	0	7	2	6044	3	652	9478	161	4	
1	0	1	75	1	1	0	111	0	1	0	61	83	1	0	0	127	0	1	65	2	0	0	0	65	0	71	0	161	46	0	1	
1	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	
0	0	1	0	0	0	0	77	0	2	0	30	79	1	0	0	94	0	0	0	0	0	1	0	66	0	0	1	1	45	0	1	
14	0	0	0	0	10	0	0	6	0	0	0	65	1	5	0	0	2314	1	0	0	0	9	0	0	0	8	0	0	4317	0	0	
0	0	0	0	0	0	0	0	0	0	0	30	82	0	0	0	64	0	0	0	0	1	0	0	0	0	38	0	0	1	0	0	
2	0	0	78	0	0	0	113	0	1	1	92	81	1	0	0	31	1	0	59	0	0	0	1	103	1	149	0	81	137	0	0	
0	1	0	0	0	1	0	0	2	1	0	0	39	1	0	0	31	0	0	0	0	0	0	0	0	0	38	0	78	89	0	0	
1	0	1	41	0	0	1	37	3	2	1	30	77	1	0	0	0	0	0	26	1	1	0	0	34	0	112	0	79	181	1	0	
0	0	0	22	0	0	2	76	1	0	0	28	167	1	0	0	63	0	1	10	0	0	0	0	66	0	73	0	119	91	2	3	
0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	60	11	79	1	0	2	2	1	4	1	3	0	129	2	16737	271	4	6309	140	1	1	29	46	2782	1048	5	3087	3	3	0	4459	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	6869	3	0	2	0	0	0	0	0	0	0	1	4	0	1	0	39	
1	666	316	225	5	0	24	0	0	2	22	221	0	112	18	13066	42	0	3668	317	5	4	0	56	2	3	8	726	19	5	0	186	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	
2	439	25	1677	2973	365	56	69	2	1275	5176	2	0	27	43	0	0	1	0	6	1187	190	2	284	6	438	0	0	0	15	1	0	
1	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	31	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
