0.060484	0.059653	0.121932	0.442546	0.053514	0.068150	0.053418	0.075926	0.064377	
0.062320	0.063807	0.124289	0.441899	0.043455	0.071923	0.048476	0.077725	0.066106	
0.063090	0.062294	0.123119	0.444561	0.045977	0.072240	0.053587	0.074740	0.060393	
0.068142	0.062431	0.124520	0.438614	0.043199	0.067093	0.057339	0.073679	0.064982	
0.051806	0.056785	0.108475	0.504810	0.035482	0.057991	0.053232	0.066947	0.064471	
0.061081	0.062397	0.121838	0.440727	0.047063	0.075951	0.052329	0.072504	0.066109	
0.063776	0.060173	0.116742	0.441770	0.049772	0.073129	0.054766	0.074774	0.065098	
0.062993	0.057818	0.125637	0.439855	0.044726	0.070814	0.055456	0.080593	0.062108	
0.060691	0.061321	0.117845	0.446455	0.044740	0.073333	0.056868	0.069257	0.069490	
0.061762	0.068206	0.115414	0.434819	0.048175	0.068676	0.054255	0.081521	0.067173	
