0	98	0	0	90	0	53	225	71	
11156	25797	14479	22868	10026	18556	13849	8066	19196	
0	200	0	123	184	0	52	223	0	
0	96	80	0	0	105	297	0	72	
0	100	157	0	90	106	147	0	67	
0	99	0	125	91	0	0	0	0	
1	92	237	0	0	0	0	0	142	
3	104	74	258	0	49	49	215	73	
0	108	69	127	0	49	0	0	0	
155	0	72	0	0	105	300	0	71	
0	0	76	0	0	0	0	0	0	
0	0	76	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	71	
0	0	0	0	0	0	0	0	71	
0	0	0	0	0	0	0	0	71	
75	0	0	0	94	0	57	0	69	
0	0	0	0	0	0	0	0	71	
75	0	0	0	0	0	149	0	0	
471	0	0	0	0	0	744	1089	0	
0	0	0	0	0	0	148	0	0	
0	0	0	0	0	0	148	0	0	
0	0	0	0	0	0	148	0	0	
0	0	0	0	0	0	0	4044	0	
2	0	0	0	0	0	0	216	0	
0	0	0	254	0	101	0	0	0	
0	0	0	125	0	0	0	0	0	
0	0	0	0	0	52	0	0	0	
0	0	0	0	0	52	0	0	0	
0	0	0	0	0	52	0	0	0	
0	0	0	0	0	52	0	0	0	
0	0	0	0	0	52	0	0	0	
0	191	404	1701	244	712	330	159	319	
0	0	0	0	0	52	0	0	0	
0	0	0	0	90	0	0	0	0	
0	0	0	0	90	0	0	0	0	
0	0	0	0	90	0	0	0	0	
83	0	0	0	0	0	0	0	0	
765	0	903	0	927	0	319	1129	667	
0	0	0	90	90	0	0	0	0	
47	0	0	0	0	0	0	0	0	
0	0	43	0	0	0	0	0	0	
0	0	43	0	0	0	0	0	0	
0	0	43	0	0	0	0	0	0	
0	0	353	0	0	0	0	0	0	
47	0	0	0	0	0	0	0	0	
0	0	32	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	47	
0	0	43	0	0	0	0	0	0	
0	0	43	0	0	0	0	0	0	
0	0	43	0	0	0	0	0	0	
748	0	0	0	0	0	0	0	0	
0	0	0	90	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	
0	90	0	0	0	0	0	0	0	
0	0	47	0	0	0	0	0	0	
0	0	0	1000	0	0	0	0	0	
0	47	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	
0	30	0	0	0	31	0	0	0	
0	58	0	0	0	0	0	0	0	
0	29	0	0	0	0	0	0	0	
0	0	0	0	0	1000	0	0	0	
0	0	0	0	0	0	0	0	32	
0	0	0	0	0	90	0	0	0	
47	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	24	0	0	
0	0	0	0	0	0	31	0	0	
0	0	0	0	0	0	31	0	0	
0	90	0	0	0	0	0	0	0	
0	19	0	0	0	0	0	0	0	
0	19	0	0	0	0	0	0	0	
0	0	0	0	0	47	0	0	0	
0	0	0	1000	0	0	0	0	0	
0	0	0	0	0	0	0	31	0	
0	0	0	0	0	0	0	31	0	
0	310	0	0	0	83	0	0	0	
0	0	0	0	0	83	0	0	0	
0	90	0	0	0	0	0	0	0	
0	1000	0	0	0	0	0	0	0	
0	0	0	0	0	500	0	0	0	
0	0	0	0	0	500	0	0	0	
0	0	0	89	0	91	0	0	0	
0	0	0	0	32	0	0	0	0	
0	0	0	0	0	45	0	0	0	
0	0	0	0	0	45	0	0	0	
0	0	0	0	0	0	0	0	47	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
