0.004173	0.006612	0.004173	0.007588	0.003686	0.960759	0.006125	0.002710	0.004173	
0.005149	0.005149	0.004173	0.962710	0.004173	0.004661	0.004661	0.003198	0.006125	
0.003198	0.965149	0.003198	0.004661	0.005149	0.004661	0.004661	0.004661	0.004661	
0.005149	0.008564	0.003686	0.004661	0.004173	0.005149	0.003686	0.003198	0.961734	
0.005291	0.957672	0.005291	0.005291	0.005291	0.005291	0.005291	0.005291	0.005291	
0.004173	0.003198	0.005149	0.005149	0.003686	0.004173	0.005149	0.966612	0.002710	
0.003686	0.005637	0.003198	0.009539	0.963686	0.004661	0.003686	0.003198	0.002710	
0.002710	0.005149	0.966612	0.004661	0.004173	0.005149	0.005637	0.002710	0.003198	
0.003198	0.008564	0.004661	0.004661	0.003686	0.961247	0.003198	0.003686	0.007100	
0.004661	0.959783	0.004173	0.005149	0.006125	0.005637	0.005149	0.004661	0.004661	
