0.091369	0.000249	0.000249	0.000786	0.000249	0.000249	0.000607	0.000428	0.000428	0.000249	0.000249	0.000249	0.000607	0.000249	0.000428	0.000249	0.000249	0.000249	0.000965	0.017792	0.000607	0.000249	0.000428	0.000249	0.000607	0.000786	0.000428	0.000428	0.000607	0.001681	0.050195	0.000249	0.000428	0.000249	0.000249	0.826421	
0.000244	0.001123	0.343714	0.001475	0.300121	0.000244	0.000771	0.000947	0.000596	0.000420	0.003935	0.000244	0.000420	0.000244	0.000244	0.316468	0.000596	0.000947	0.001299	0.000771	0.000771	0.000244	0.001299	0.000244	0.000244	0.015888	0.001475	0.000420	0.000596	0.000420	0.001123	0.001123	0.000420	0.000420	0.000244	0.000244	
0.084224	0.000428	0.000249	0.009380	0.004367	0.000428	0.007769	0.005799	0.001144	0.000428	0.010634	0.000249	0.000249	0.000607	0.000428	0.000249	0.000607	0.005083	0.000786	0.002039	0.000607	0.000607	0.004546	0.000965	0.000249	0.133642	0.001144	0.000249	0.000428	0.000249	0.719139	0.000428	0.000249	0.000428	0.000965	0.000965	
0.000590	0.001461	0.000765	0.032995	0.000242	0.000590	0.000416	0.621845	0.000765	0.028988	0.000416	0.000765	0.000590	0.000765	0.277420	0.000416	0.000939	0.002855	0.000939	0.000939	0.000416	0.003204	0.001113	0.003901	0.001810	0.000242	0.002333	0.002333	0.000590	0.001636	0.000590	0.000590	0.000242	0.000590	0.005468	0.000242	
0.000739	0.000521	0.000303	0.000303	0.000521	0.000521	0.000303	0.000739	0.000303	0.000303	0.000739	0.000521	0.000303	0.000521	0.000521	0.000303	0.000303	0.000303	0.000303	0.000303	0.000303	0.000521	0.000303	0.000303	0.000521	0.000521	0.000303	0.000521	0.000303	0.000303	0.981764	0.000303	0.000521	0.001175	0.000521	0.003138	
0.000593	0.000243	0.000243	0.000418	0.001118	0.002343	0.000243	0.000418	0.001818	0.004792	0.000243	0.000418	0.006717	0.001118	0.000593	0.000593	0.000768	0.000593	0.000593	0.000593	0.000418	0.965597	0.000418	0.001468	0.000243	0.000418	0.000243	0.000768	0.000593	0.000418	0.000243	0.000418	0.002343	0.000243	0.001468	0.000243	
0.000248	0.002923	0.000783	0.003101	0.000248	0.477330	0.000426	0.173424	0.001496	0.101193	0.001318	0.071765	0.001139	0.000426	0.000248	0.001496	0.000248	0.000783	0.001674	0.000248	0.000248	0.000961	0.000604	0.149525	0.000426	0.003101	0.000783	0.000604	0.000248	0.000248	0.000604	0.000604	0.000248	0.000604	0.000426	0.000248	
0.000245	0.000245	0.003947	0.000421	0.001655	0.001832	0.004300	0.003066	0.000421	0.000421	0.000421	0.007297	0.062833	0.003418	0.001832	0.002361	0.001479	0.128771	0.055428	0.000597	0.000245	0.000421	0.001832	0.000421	0.001126	0.006592	0.000421	0.697530	0.000245	0.001303	0.002537	0.000245	0.000950	0.004300	0.000421	0.000421	
0.120907	0.000607	0.000965	0.000249	0.000428	0.000607	0.000428	0.000249	0.000428	0.000428	0.000786	0.000607	0.000786	0.000249	0.000607	0.000607	0.000249	0.000428	0.000249	0.001323	0.000249	0.000249	0.000428	0.000786	0.000249	0.000249	0.000249	0.000249	0.000249	0.000249	0.030503	0.000428	0.000249	0.000428	0.000965	0.833045	
0.001114	0.012618	0.004251	0.000242	0.000242	0.000416	0.001114	0.000591	0.000416	0.001462	0.000416	0.000591	0.040507	0.012269	0.002857	0.005297	0.000591	0.000765	0.001114	0.002159	0.001288	0.000242	0.001114	0.001462	0.000939	0.683700	0.143174	0.000242	0.070314	0.000765	0.000416	0.001462	0.001462	0.000591	0.002682	0.001114	
