0	-21063.079022
1	-21070.491478
2	-21050.970221
3	-21065.500143
4	-21065.884242
5	-21052.331751
6	-21056.532689
7	-21060.966911
8	-21087.011990
9	-21054.124585
10	-21049.141131
11	-21050.930052
12	-21059.916055
13	-21086.232398
14	-21063.475801
15	-21037.223935
16	-21053.044706
17	-21051.324985
18	-21057.865050
19	-21065.016797
20	-21043.075596
21	-21077.194048
22	-21063.560348
23	-21074.893322
24	-21051.964798
25	-21067.197161
26	-21062.555860
27	-21069.722259
28	-21083.586976
29	-21055.713030
30	-21050.662627
31	-21041.533328
32	-21090.862881
33	-21060.435279
34	-21072.978673
35	-21067.356483
36	-21040.394697
37	-21069.910949
38	-21072.880211
39	-21060.724577
40	-21054.869015
41	-21052.665025
42	-21053.542722
43	-21069.081290
44	-21056.020271
45	-21083.844894
46	-21064.066094
47	-21086.512874
48	-21076.442880
49	-21065.524449
