0	-3260.901532
1	-3305.147984
2	-3245.816478
3	-3278.522760
4	-3289.475822
5	-3256.269562
6	-3280.504516
7	-3271.169751
8	-3274.023244
9	-3288.770729
10	-3261.833763
11	-3237.360177
12	-3238.429055
13	-3256.041167
14	-3263.644490
15	-3245.266263
16	-3265.034769
17	-3281.126971
18	-3263.274107
19	-3251.835825
20	-3279.419243
21	-3279.722740
22	-3260.193191
23	-3288.993095
24	-3260.235359
25	-3240.695813
26	-3244.374169
27	-3239.785080
28	-3256.221571
29	-3267.560686
30	-3270.576684
31	-3257.355878
32	-3277.312243
33	-3271.597484
34	-3273.876765
35	-3272.973820
36	-3240.856547
37	-3271.504350
38	-3250.567208
39	-3265.432093
40	-3252.830176
41	-3264.665293
42	-3285.840064
43	-3300.031762
44	-3261.769011
45	-3263.502372
46	-3283.758475
47	-3263.576395
48	-3259.118567
49	-3310.900622
